audit_id,transaction_id,customer_id,fraud_probability,overall_risk_score,risk_category,decision
AUDT0014965,T0014965,C01794,35.28,35.28,LOW,ALLOW
AUDT0014966,T0014966,C01002,27.38,27.38,LOW,ALLOW
AUDT0014967,T0014967,C00513,31.96,31.96,LOW,ALLOW
AUDT0014968,T0014968,C00847,89.46,89.46,HIGH,BLOCK
AUDT0014969,T0014969,C01389,11.78,11.78,LOW,ALLOW
AUDT0014970,T0014970,C01549,35.88,35.88,LOW,ALLOW
AUDT0014971,T0014971,C01223,24.31,24.31,LOW,ALLOW
AUDT0014972,T0014972,C01388,36.57,36.57,LOW,ALLOW
AUDT0014973,T0014973,C01204,16.08,16.08,LOW,ALLOW
AUDT0014974,T0014974,C01349,17.6,17.6,LOW,ALLOW
AUDT0014975,T0014975,C01953,13.61,13.61,LOW,ALLOW
AUDT0014976,T0014976,C01321,39.45,39.45,LOW,ALLOW
AUDT0014977,T0014977,C00340,37.58,37.58,LOW,ALLOW
AUDT0014978,T0014978,C01763,19.55,19.55,LOW,ALLOW
AUDT0014979,T0014979,C00828,13.65,13.65,LOW,ALLOW
AUDT0014980,T0014980,C00678,30.03,30.03,LOW,ALLOW
AUDT0014981,T0014981,C00332,11.9,11.9,LOW,ALLOW
AUDT0014982,T0014982,C01104,19.52,19.52,LOW,ALLOW
AUDT0014983,T0014983,C01621,14.66,14.66,LOW,ALLOW
AUDT0014984,T0014984,C01967,35.58,35.58,LOW,ALLOW
AUDT0014985,T0014985,C01067,9.83,9.83,LOW,ALLOW
AUDT0014986,T0014986,C00582,1.99,1.99,LOW,ALLOW
AUDT0014987,T0014987,C01926,33.92,33.92,LOW,ALLOW
AUDT0014988,T0014988,C00497,20.3,20.3,LOW,ALLOW
AUDT0014989,T0014989,C01147,88.68,88.68,HIGH,BLOCK
AUDT0014990,T0014990,C00385,3.16,3.16,LOW,ALLOW
AUDT0014991,T0014991,C00565,4.99,4.99,LOW,ALLOW
AUDT0014992,T0014992,C01406,33.84,33.84,LOW,ALLOW
AUDT0014993,T0014993,C01404,29.46,29.46,LOW,ALLOW
AUDT0014994,T0014994,C00228,17.31,17.31,LOW,ALLOW
AUDT0014995,T0014995,C01384,7.59,7.59,LOW,ALLOW
AUDT0014996,T0014996,C00161,10.12,10.12,LOW,ALLOW
AUDT0014997,T0014997,C00836,33.62,33.62,LOW,ALLOW
AUDT0014998,T0014998,C01111,36.07,36.07,LOW,ALLOW
AUDT0014999,T0014999,C00476,29.43,29.43,LOW,ALLOW
AUDT0015000,T0015000,C00136,38.4,38.4,LOW,ALLOW
AUDT0015001,T0015001,C01525,16.47,16.47,LOW,ALLOW
AUDT0015002,T0015002,C01650,8.35,8.35,LOW,ALLOW
AUDT0015003,T0015003,C00048,38.95,38.95,LOW,ALLOW
AUDT0015004,T0015004,C01915,8.45,8.45,LOW,ALLOW
AUDT0015005,T0015005,C00423,12.15,12.15,LOW,ALLOW
AUDT0015006,T0015006,C00985,34.34,34.34,LOW,ALLOW
AUDT0015007,T0015007,C00008,25.71,25.71,LOW,ALLOW
AUDT0015008,T0015008,C01033,7.41,7.41,LOW,ALLOW
AUDT0015009,T0015009,C01964,32.57,32.57,LOW,ALLOW
AUDT0015010,T0015010,C01599,32.89,32.89,LOW,ALLOW
AUDT0015011,T0015011,C01280,12.28,12.28,LOW,ALLOW
AUDT0015012,T0015012,C01795,4.76,4.76,LOW,ALLOW
AUDT0015013,T0015013,C00762,32.39,32.39,LOW,ALLOW
AUDT0015014,T0015014,C01414,25.29,25.29,LOW,ALLOW
AUDT0015015,T0015015,C00377,33.12,33.12,LOW,ALLOW
AUDT0015016,T0015016,C01839,21.58,21.58,LOW,ALLOW
AUDT0015017,T0015017,C00952,38.17,38.17,LOW,ALLOW
AUDT0015018,T0015018,C01511,92.88,92.88,HIGH,BLOCK
AUDT0015019,T0015019,C00027,13.75,13.75,LOW,ALLOW
AUDT0015020,T0015020,C00058,34.03,34.03,LOW,ALLOW
AUDT0015021,T0015021,C01287,8.94,8.94,LOW,ALLOW
AUDT0015022,T0015022,C01838,33.19,33.19,LOW,ALLOW
AUDT0015023,T0015023,C00881,77.1,77.1,HIGH,BLOCK
AUDT0015024,T0015024,C01757,11.09,11.09,LOW,ALLOW
AUDT0015025,T0015025,C00951,39.64,39.64,LOW,ALLOW
AUDT0015026,T0015026,C00872,16.7,16.7,LOW,ALLOW
AUDT0015027,T0015027,C01309,10.21,10.21,LOW,ALLOW
AUDT0015028,T0015028,C00990,19.97,19.97,LOW,ALLOW
AUDT0015029,T0015029,C00171,26.08,26.08,LOW,ALLOW
AUDT0015030,T0015030,C01486,73.61,73.61,HIGH,BLOCK
AUDT0015031,T0015031,C00814,19.09,19.09,LOW,ALLOW
AUDT0015032,T0015032,C00436,28.12,28.12,LOW,ALLOW
AUDT0015033,T0015033,C00380,31.0,31.0,LOW,ALLOW
AUDT0015034,T0015034,C01524,20.32,20.32,LOW,ALLOW
AUDT0015035,T0015035,C01184,1.16,1.16,LOW,ALLOW
AUDT0015036,T0015036,C00246,30.19,30.19,LOW,ALLOW
AUDT0015037,T0015037,C01102,23.45,23.45,LOW,ALLOW
AUDT0015038,T0015038,C01569,39.67,39.67,LOW,ALLOW
AUDT0015039,T0015039,C00744,18.18,18.18,LOW,ALLOW
AUDT0015040,T0015040,C01228,29.11,29.11,LOW,ALLOW
AUDT0015041,T0015041,C00476,15.34,15.34,LOW,ALLOW
AUDT0015042,T0015042,C01919,36.37,36.37,LOW,ALLOW
AUDT0015043,T0015043,C00944,35.32,35.32,LOW,ALLOW
AUDT0015044,T0015044,C00745,34.07,34.07,LOW,ALLOW
AUDT0015045,T0015045,C00310,8.84,8.84,LOW,ALLOW
AUDT0015046,T0015046,C01407,24.03,24.03,LOW,ALLOW
AUDT0015047,T0015047,C01927,13.71,13.71,LOW,ALLOW
AUDT0015048,T0015048,C00233,26.09,26.09,LOW,ALLOW
AUDT0015049,T0015049,C00572,38.73,38.73,LOW,ALLOW
AUDT0015050,T0015050,C01243,37.04,37.04,LOW,ALLOW
AUDT0015051,T0015051,C00361,38.47,38.47,LOW,ALLOW
AUDT0015052,T0015052,C00490,33.4,33.4,LOW,ALLOW
AUDT0015053,T0015053,C01970,10.39,10.39,LOW,ALLOW
AUDT0015054,T0015054,C00964,18.89,18.89,LOW,ALLOW
AUDT0015055,T0015055,C01506,15.19,15.19,LOW,ALLOW
AUDT0015056,T0015056,C01929,88.82,88.82,HIGH,BLOCK
AUDT0015057,T0015057,C01272,72.48,72.48,HIGH,BLOCK
AUDT0015058,T0015058,C01907,26.18,26.18,LOW,ALLOW
AUDT0015059,T0015059,C00097,28.05,28.05,LOW,ALLOW
AUDT0015060,T0015060,C01614,16.09,16.09,LOW,ALLOW
AUDT0015061,T0015061,C00359,10.14,10.14,LOW,ALLOW
AUDT0015062,T0015062,C01552,11.75,11.75,LOW,ALLOW
AUDT0015063,T0015063,C00006,32.3,32.3,LOW,ALLOW
AUDT0015064,T0015064,C01418,24.11,24.11,LOW,ALLOW
AUDT0015065,T0015065,C01394,29.17,29.17,LOW,ALLOW
AUDT0015066,T0015066,C01931,3.04,3.04,LOW,ALLOW
AUDT0015067,T0015067,C00854,87.5,87.5,HIGH,BLOCK
AUDT0015068,T0015068,C00641,31.53,31.53,LOW,ALLOW
AUDT0015069,T0015069,C00038,20.37,20.37,LOW,ALLOW
AUDT0015070,T0015070,C00383,18.49,18.49,LOW,ALLOW
AUDT0015071,T0015071,C01490,72.33,72.33,HIGH,BLOCK
AUDT0015072,T0015072,C00966,38.91,38.91,LOW,ALLOW
AUDT0015073,T0015073,C00643,3.18,3.18,LOW,ALLOW
AUDT0015074,T0015074,C00323,98.68,98.68,HIGH,BLOCK
AUDT0015075,T0015075,C00398,37.97,37.97,LOW,ALLOW
AUDT0015076,T0015076,C00595,16.29,16.29,LOW,ALLOW
AUDT0015077,T0015077,C00011,1.79,1.79,LOW,ALLOW
AUDT0015078,T0015078,C00138,2.5,2.5,LOW,ALLOW
AUDT0015079,T0015079,C00996,93.62,93.62,HIGH,BLOCK
AUDT0015080,T0015080,C01958,15.85,15.85,LOW,ALLOW
AUDT0015081,T0015081,C01586,30.1,30.1,LOW,ALLOW
AUDT0015082,T0015082,C01952,12.78,12.78,LOW,ALLOW
AUDT0015083,T0015083,C00648,28.75,28.75,LOW,ALLOW
AUDT0015084,T0015084,C01807,3.23,3.23,LOW,ALLOW
AUDT0015085,T0015085,C01754,4.54,4.54,LOW,ALLOW
AUDT0015086,T0015086,C00632,34.28,34.28,LOW,ALLOW
AUDT0015087,T0015087,C00313,30.46,30.46,LOW,ALLOW
AUDT0015088,T0015088,C00732,38.5,38.5,LOW,ALLOW
AUDT0015089,T0015089,C01706,19.65,19.65,LOW,ALLOW
AUDT0015090,T0015090,C01557,29.46,29.46,LOW,ALLOW
AUDT0015091,T0015091,C01030,39.4,39.4,LOW,ALLOW
AUDT0015092,T0015092,C01407,13.63,13.63,LOW,ALLOW
AUDT0015093,T0015093,C00266,21.11,21.11,LOW,ALLOW
AUDT0015094,T0015094,C00017,37.14,37.14,LOW,ALLOW
AUDT0015095,T0015095,C01174,23.59,23.59,LOW,ALLOW
AUDT0015096,T0015096,C00289,24.35,24.35,LOW,ALLOW
AUDT0015097,T0015097,C01115,7.21,7.21,LOW,ALLOW
AUDT0015098,T0015098,C01736,88.31,88.31,HIGH,BLOCK
AUDT0015099,T0015099,C00054,32.93,32.93,LOW,ALLOW
AUDT0015100,T0015100,C01608,25.08,25.08,LOW,ALLOW
AUDT0015101,T0015101,C01005,5.67,5.67,LOW,ALLOW
AUDT0015102,T0015102,C01581,33.74,33.74,LOW,ALLOW
AUDT0015103,T0015103,C01582,89.73,89.73,HIGH,BLOCK
AUDT0015104,T0015104,C01149,84.37,84.37,HIGH,BLOCK
AUDT0015105,T0015105,C01274,74.12,74.12,HIGH,BLOCK
AUDT0015106,T0015106,C00711,3.29,3.29,LOW,ALLOW
AUDT0015107,T0015107,C01801,19.0,19.0,LOW,ALLOW
AUDT0015108,T0015108,C01123,18.99,18.99,LOW,ALLOW
AUDT0015109,T0015109,C01621,2.48,2.48,LOW,ALLOW
AUDT0015110,T0015110,C00227,28.82,28.82,LOW,ALLOW
AUDT0015111,T0015111,C00796,13.18,13.18,LOW,ALLOW
AUDT0015112,T0015112,C00883,5.46,5.46,LOW,ALLOW
AUDT0015113,T0015113,C01804,78.24,78.24,HIGH,BLOCK
AUDT0015114,T0015114,C01140,17.58,17.58,LOW,ALLOW
AUDT0015115,T0015115,C00839,33.32,33.32,LOW,ALLOW
AUDT0015116,T0015116,C01345,16.74,16.74,LOW,ALLOW
AUDT0015117,T0015117,C00346,23.73,23.73,LOW,ALLOW
AUDT0015118,T0015118,C01275,9.75,9.75,LOW,ALLOW
AUDT0015119,T0015119,C00441,4.77,4.77,LOW,ALLOW
AUDT0015120,T0015120,C01192,12.63,12.63,LOW,ALLOW
AUDT0015121,T0015121,C00842,23.6,23.6,LOW,ALLOW
AUDT0015122,T0015122,C01263,39.36,39.36,LOW,ALLOW
AUDT0015123,T0015123,C01086,8.3,8.3,LOW,ALLOW
AUDT0015124,T0015124,C00987,31.83,31.83,LOW,ALLOW
AUDT0015125,T0015125,C01544,24.75,24.75,LOW,ALLOW
AUDT0015126,T0015126,C01244,7.52,7.52,LOW,ALLOW
AUDT0015127,T0015127,C00931,19.72,19.72,LOW,ALLOW
AUDT0015128,T0015128,C01962,26.17,26.17,LOW,ALLOW
AUDT0015129,T0015129,C01875,10.16,10.16,LOW,ALLOW
AUDT0015130,T0015130,C01391,6.57,6.57,LOW,ALLOW
AUDT0015131,T0015131,C00592,8.01,8.01,LOW,ALLOW
AUDT0015132,T0015132,C01246,97.25,97.25,HIGH,BLOCK
AUDT0015133,T0015133,C01004,71.6,71.6,HIGH,BLOCK
AUDT0015134,T0015134,C00319,86.97,86.97,HIGH,BLOCK
AUDT0015135,T0015135,C00531,23.75,23.75,LOW,ALLOW
AUDT0015136,T0015136,C01362,85.71,85.71,HIGH,BLOCK
AUDT0015137,T0015137,C00719,4.23,4.23,LOW,ALLOW
AUDT0015138,T0015138,C00026,14.33,14.33,LOW,ALLOW
AUDT0015139,T0015139,C01723,29.86,29.86,LOW,ALLOW
AUDT0015140,T0015140,C00664,24.13,24.13,LOW,ALLOW
AUDT0015141,T0015141,C01322,18.22,18.22,LOW,ALLOW
AUDT0015142,T0015142,C01834,21.35,21.35,LOW,ALLOW
AUDT0015143,T0015143,C01978,21.84,21.84,LOW,ALLOW
AUDT0015144,T0015144,C01030,5.7,5.7,LOW,ALLOW
AUDT0015145,T0015145,C01929,12.33,12.33,LOW,ALLOW
AUDT0015146,T0015146,C01551,25.94,25.94,LOW,ALLOW
AUDT0015147,T0015147,C01490,15.29,15.29,LOW,ALLOW
AUDT0015148,T0015148,C00982,7.48,7.48,LOW,ALLOW
AUDT0015149,T0015149,C01208,20.77,20.77,LOW,ALLOW
AUDT0015150,T0015150,C00339,29.4,29.4,LOW,ALLOW
AUDT0015151,T0015151,C00422,11.47,11.47,LOW,ALLOW
AUDT0015152,T0015152,C00357,7.28,7.28,LOW,ALLOW
AUDT0015153,T0015153,C01789,33.69,33.69,LOW,ALLOW
AUDT0015154,T0015154,C01169,38.75,38.75,LOW,ALLOW
AUDT0015155,T0015155,C01692,11.81,11.81,LOW,ALLOW
AUDT0015156,T0015156,C01311,11.47,11.47,LOW,ALLOW
AUDT0015157,T0015157,C00979,22.44,22.44,LOW,ALLOW
AUDT0015158,T0015158,C00358,28.17,28.17,LOW,ALLOW
AUDT0015159,T0015159,C00117,39.9,39.9,LOW,ALLOW
AUDT0015160,T0015160,C00873,76.3,76.3,HIGH,BLOCK
AUDT0015161,T0015161,C00092,35.78,35.78,LOW,ALLOW
AUDT0015162,T0015162,C00347,33.02,33.02,LOW,ALLOW
AUDT0015163,T0015163,C01986,89.08,89.08,HIGH,BLOCK
AUDT0015164,T0015164,C00550,23.34,23.34,LOW,ALLOW
AUDT0015165,T0015165,C01673,35.84,35.84,LOW,ALLOW
AUDT0015166,T0015166,C01739,21.58,21.58,LOW,ALLOW
AUDT0015167,T0015167,C00057,12.49,12.49,LOW,ALLOW
AUDT0015168,T0015168,C01993,37.7,37.7,LOW,ALLOW
AUDT0015169,T0015169,C01374,27.27,27.27,LOW,ALLOW
AUDT0015170,T0015170,C00468,16.48,16.48,LOW,ALLOW
AUDT0015171,T0015171,C01565,4.59,4.59,LOW,ALLOW
AUDT0015172,T0015172,C00063,35.52,35.52,LOW,ALLOW
AUDT0015173,T0015173,C00904,80.86,80.86,HIGH,BLOCK
AUDT0015174,T0015174,C00314,16.02,16.02,LOW,ALLOW
AUDT0015175,T0015175,C01631,39.7,39.7,LOW,ALLOW
AUDT0015176,T0015176,C00031,7.87,7.87,LOW,ALLOW
AUDT0015177,T0015177,C00776,24.12,24.12,LOW,ALLOW
AUDT0015178,T0015178,C01841,72.54,72.54,HIGH,BLOCK
AUDT0015179,T0015179,C00206,2.27,2.27,LOW,ALLOW
AUDT0015180,T0015180,C00588,36.1,36.1,LOW,ALLOW
AUDT0015181,T0015181,C01173,30.75,30.75,LOW,ALLOW
AUDT0015182,T0015182,C01362,23.01,23.01,LOW,ALLOW
AUDT0015183,T0015183,C00825,4.01,4.01,LOW,ALLOW
AUDT0015184,T0015184,C00539,34.23,34.23,LOW,ALLOW
AUDT0015185,T0015185,C00983,12.85,12.85,LOW,ALLOW
AUDT0015186,T0015186,C01318,25.54,25.54,LOW,ALLOW
AUDT0015187,T0015187,C00042,27.57,27.57,LOW,ALLOW
AUDT0015188,T0015188,C00111,17.33,17.33,LOW,ALLOW
AUDT0015189,T0015189,C00280,5.24,5.24,LOW,ALLOW
AUDT0015190,T0015190,C00885,11.7,11.7,LOW,ALLOW
AUDT0015191,T0015191,C00110,34.32,34.32,LOW,ALLOW
AUDT0015192,T0015192,C00503,27.6,27.6,LOW,ALLOW
AUDT0015193,T0015193,C00679,20.48,20.48,LOW,ALLOW
AUDT0015194,T0015194,C00290,35.31,35.31,LOW,ALLOW
AUDT0015195,T0015195,C00722,31.64,31.64,LOW,ALLOW
AUDT0015196,T0015196,C01023,8.25,8.25,LOW,ALLOW
AUDT0015197,T0015197,C00406,3.22,3.22,LOW,ALLOW
AUDT0015198,T0015198,C00807,15.22,15.22,LOW,ALLOW
AUDT0015199,T0015199,C00211,26.87,26.87,LOW,ALLOW
AUDT0015200,T0015200,C00766,26.79,26.79,LOW,ALLOW
AUDT0015201,T0015201,C01314,32.39,32.39,LOW,ALLOW
AUDT0015202,T0015202,C00543,32.46,32.46,LOW,ALLOW
AUDT0015203,T0015203,C00654,6.88,6.88,LOW,ALLOW
AUDT0015204,T0015204,C01874,34.31,34.31,LOW,ALLOW
AUDT0015205,T0015205,C01285,26.71,26.71,LOW,ALLOW
AUDT0015206,T0015206,C01422,32.59,32.59,LOW,ALLOW
AUDT0015207,T0015207,C01444,27.53,27.53,LOW,ALLOW
AUDT0015208,T0015208,C00764,6.66,6.66,LOW,ALLOW
AUDT0015209,T0015209,C00874,31.2,31.2,LOW,ALLOW
AUDT0015210,T0015210,C01289,12.34,12.34,LOW,ALLOW
AUDT0015211,T0015211,C00367,90.77,90.77,HIGH,BLOCK
AUDT0015212,T0015212,C00961,5.71,5.71,LOW,ALLOW
AUDT0015213,T0015213,C01961,30.26,30.26,LOW,ALLOW
AUDT0015214,T0015214,C00098,14.42,14.42,LOW,ALLOW
AUDT0015215,T0015215,C00490,28.89,28.89,LOW,ALLOW
AUDT0015216,T0015216,C00415,4.24,4.24,LOW,ALLOW
AUDT0015217,T0015217,C01036,32.98,32.98,LOW,ALLOW
AUDT0015218,T0015218,C01945,37.37,37.37,LOW,ALLOW
AUDT0015219,T0015219,C00260,20.12,20.12,LOW,ALLOW
AUDT0015220,T0015220,C00881,20.48,20.48,LOW,ALLOW
AUDT0015221,T0015221,C01162,35.93,35.93,LOW,ALLOW
AUDT0015222,T0015222,C01954,3.88,3.88,LOW,ALLOW
AUDT0015223,T0015223,C00829,13.97,13.97,LOW,ALLOW
AUDT0015224,T0015224,C00372,3.36,3.36,LOW,ALLOW
AUDT0015225,T0015225,C01909,31.68,31.68,LOW,ALLOW
AUDT0015226,T0015226,C00759,22.38,22.38,LOW,ALLOW
AUDT0015227,T0015227,C00075,13.24,13.24,LOW,ALLOW
AUDT0015228,T0015228,C00847,28.51,28.51,LOW,ALLOW
AUDT0015229,T0015229,C01675,37.87,37.87,LOW,ALLOW
AUDT0015230,T0015230,C00350,1.56,1.56,LOW,ALLOW
AUDT0015231,T0015231,C00945,26.56,26.56,LOW,ALLOW
AUDT0015232,T0015232,C01084,84.79,84.79,HIGH,BLOCK
AUDT0015233,T0015233,C00543,13.83,13.83,LOW,ALLOW
AUDT0015234,T0015234,C00207,24.52,24.52,LOW,ALLOW
AUDT0015235,T0015235,C00842,39.58,39.58,LOW,ALLOW
AUDT0015236,T0015236,C00662,11.84,11.84,LOW,ALLOW
AUDT0015237,T0015237,C00523,37.84,37.84,LOW,ALLOW
AUDT0015238,T0015238,C01439,16.25,16.25,LOW,ALLOW
AUDT0015239,T0015239,C01163,20.9,20.9,LOW,ALLOW
AUDT0015240,T0015240,C01009,8.85,8.85,LOW,ALLOW
AUDT0015241,T0015241,C01652,37.76,37.76,LOW,ALLOW
AUDT0015242,T0015242,C01570,25.49,25.49,LOW,ALLOW
AUDT0015243,T0015243,C01855,27.75,27.75,LOW,ALLOW
AUDT0015244,T0015244,C00449,37.07,37.07,LOW,ALLOW
AUDT0015245,T0015245,C00699,35.63,35.63,LOW,ALLOW
AUDT0015246,T0015246,C01317,4.09,4.09,LOW,ALLOW
AUDT0015247,T0015247,C00160,31.22,31.22,LOW,ALLOW
AUDT0015248,T0015248,C00254,79.32,79.32,HIGH,BLOCK
AUDT0015249,T0015249,C01045,34.24,34.24,LOW,ALLOW
AUDT0015250,T0015250,C01793,20.91,20.91,LOW,ALLOW
AUDT0015251,T0015251,C00029,12.47,12.47,LOW,ALLOW
AUDT0015252,T0015252,C00824,21.1,21.1,LOW,ALLOW
AUDT0015253,T0015253,C00325,82.42,82.42,HIGH,BLOCK
AUDT0015254,T0015254,C01271,18.46,18.46,LOW,ALLOW
AUDT0015255,T0015255,C01809,2.21,2.21,LOW,ALLOW
AUDT0015256,T0015256,C00985,77.34,77.34,HIGH,BLOCK
AUDT0015257,T0015257,C00697,16.02,16.02,LOW,ALLOW
AUDT0015258,T0015258,C01802,19.15,19.15,LOW,ALLOW
AUDT0015259,T0015259,C00027,13.37,13.37,LOW,ALLOW
AUDT0015260,T0015260,C00069,11.44,11.44,LOW,ALLOW
AUDT0015261,T0015261,C01621,19.14,19.14,LOW,ALLOW
AUDT0015262,T0015262,C00373,8.39,8.39,LOW,ALLOW
AUDT0015263,T0015263,C00713,35.47,35.47,LOW,ALLOW
AUDT0015264,T0015264,C00162,6.73,6.73,LOW,ALLOW
AUDT0015265,T0015265,C01603,17.83,17.83,LOW,ALLOW
AUDT0015266,T0015266,C01792,9.86,9.86,LOW,ALLOW
AUDT0015267,T0015267,C00934,13.03,13.03,LOW,ALLOW
AUDT0015268,T0015268,C00642,95.18,95.18,HIGH,BLOCK
AUDT0015269,T0015269,C00685,23.38,23.38,LOW,ALLOW
AUDT0015270,T0015270,C01571,71.37,71.37,HIGH,BLOCK
AUDT0015271,T0015271,C01238,5.03,5.03,LOW,ALLOW
AUDT0015272,T0015272,C00023,19.71,19.71,LOW,ALLOW
AUDT0015273,T0015273,C01920,26.47,26.47,LOW,ALLOW
AUDT0015274,T0015274,C00406,27.39,27.39,LOW,ALLOW
AUDT0015275,T0015275,C01410,27.4,27.4,LOW,ALLOW
AUDT0015276,T0015276,C00246,24.12,24.12,LOW,ALLOW
AUDT0015277,T0015277,C00442,31.65,31.65,LOW,ALLOW
AUDT0015278,T0015278,C01391,24.59,24.59,LOW,ALLOW
AUDT0015279,T0015279,C01459,21.91,21.91,LOW,ALLOW
AUDT0015280,T0015280,C00607,21.44,21.44,LOW,ALLOW
AUDT0015281,T0015281,C01281,74.73,74.73,HIGH,BLOCK
AUDT0015282,T0015282,C00967,19.89,19.89,LOW,ALLOW
AUDT0015283,T0015283,C01755,5.21,5.21,LOW,ALLOW
AUDT0015284,T0015284,C00508,73.92,73.92,HIGH,BLOCK
AUDT0015285,T0015285,C00748,1.35,1.35,LOW,ALLOW
AUDT0015286,T0015286,C00751,29.63,29.63,LOW,ALLOW
AUDT0015287,T0015287,C00760,3.29,3.29,LOW,ALLOW
AUDT0015288,T0015288,C00699,19.01,19.01,LOW,ALLOW
AUDT0015289,T0015289,C01158,12.87,12.87,LOW,ALLOW
AUDT0015290,T0015290,C00797,14.94,14.94,LOW,ALLOW
AUDT0015291,T0015291,C01891,37.57,37.57,LOW,ALLOW
AUDT0015292,T0015292,C00023,86.76,86.76,HIGH,BLOCK
AUDT0015293,T0015293,C01855,38.18,38.18,LOW,ALLOW
AUDT0015294,T0015294,C00464,13.93,13.93,LOW,ALLOW
AUDT0015295,T0015295,C01515,3.83,3.83,LOW,ALLOW
AUDT0015296,T0015296,C00714,3.68,3.68,LOW,ALLOW
AUDT0015297,T0015297,C01189,33.23,33.23,LOW,ALLOW
AUDT0015298,T0015298,C01821,10.86,10.86,LOW,ALLOW
AUDT0015299,T0015299,C00471,8.35,8.35,LOW,ALLOW
AUDT0015300,T0015300,C00895,27.0,27.0,LOW,ALLOW
AUDT0015301,T0015301,C01594,14.77,14.77,LOW,ALLOW
AUDT0015302,T0015302,C01353,9.71,9.71,LOW,ALLOW
AUDT0015303,T0015303,C01037,26.16,26.16,LOW,ALLOW
AUDT0015304,T0015304,C00176,25.61,25.61,LOW,ALLOW
AUDT0015305,T0015305,C00532,29.43,29.43,LOW,ALLOW
AUDT0015306,T0015306,C01495,29.55,29.55,LOW,ALLOW
AUDT0015307,T0015307,C01125,3.73,3.73,LOW,ALLOW
AUDT0015308,T0015308,C00792,38.51,38.51,LOW,ALLOW
AUDT0015309,T0015309,C01649,12.14,12.14,LOW,ALLOW
AUDT0015310,T0015310,C00864,15.91,15.91,LOW,ALLOW
AUDT0015311,T0015311,C00899,85.38,85.38,HIGH,BLOCK
AUDT0015312,T0015312,C00828,2.75,2.75,LOW,ALLOW
AUDT0015313,T0015313,C01238,24.34,24.34,LOW,ALLOW
AUDT0015314,T0015314,C01399,2.19,2.19,LOW,ALLOW
AUDT0015315,T0015315,C00752,3.79,3.79,LOW,ALLOW
AUDT0015316,T0015316,C00205,31.6,31.6,LOW,ALLOW
AUDT0015317,T0015317,C01672,29.82,29.82,LOW,ALLOW
AUDT0015318,T0015318,C00286,27.43,27.43,LOW,ALLOW
AUDT0015319,T0015319,C01818,26.07,26.07,LOW,ALLOW
AUDT0015320,T0015320,C01776,7.33,7.33,LOW,ALLOW
AUDT0015321,T0015321,C00053,35.67,35.67,LOW,ALLOW
AUDT0015322,T0015322,C01687,34.08,34.08,LOW,ALLOW
AUDT0015323,T0015323,C01662,71.71,71.71,HIGH,BLOCK
AUDT0015324,T0015324,C00679,30.09,30.09,LOW,ALLOW
AUDT0015325,T0015325,C00027,25.57,25.57,LOW,ALLOW
AUDT0015326,T0015326,C00146,90.06,90.06,HIGH,BLOCK
AUDT0015327,T0015327,C00676,23.89,23.89,LOW,ALLOW
AUDT0015328,T0015328,C01956,17.77,17.77,LOW,ALLOW
AUDT0015329,T0015329,C00289,12.22,12.22,LOW,ALLOW
AUDT0015330,T0015330,C00891,39.72,39.72,LOW,ALLOW
AUDT0015331,T0015331,C00995,37.09,37.09,LOW,ALLOW
AUDT0015332,T0015332,C01489,26.51,26.51,LOW,ALLOW
AUDT0015333,T0015333,C00471,17.22,17.22,LOW,ALLOW
AUDT0015334,T0015334,C00796,11.72,11.72,LOW,ALLOW
AUDT0015335,T0015335,C01932,27.26,27.26,LOW,ALLOW
AUDT0015336,T0015336,C01145,8.18,8.18,LOW,ALLOW
AUDT0015337,T0015337,C01515,31.5,31.5,LOW,ALLOW
AUDT0015338,T0015338,C00265,37.9,37.9,LOW,ALLOW
AUDT0015339,T0015339,C01935,31.6,31.6,LOW,ALLOW
AUDT0015340,T0015340,C00772,23.85,23.85,LOW,ALLOW
AUDT0015341,T0015341,C01750,31.53,31.53,LOW,ALLOW
AUDT0015342,T0015342,C01963,90.45,90.45,HIGH,BLOCK
AUDT0015343,T0015343,C01299,3.34,3.34,LOW,ALLOW
AUDT0015344,T0015344,C01439,15.41,15.41,LOW,ALLOW
AUDT0015345,T0015345,C01209,31.94,31.94,LOW,ALLOW
AUDT0015346,T0015346,C01963,36.4,36.4,LOW,ALLOW
AUDT0015347,T0015347,C00006,39.85,39.85,LOW,ALLOW
AUDT0015348,T0015348,C00947,25.37,25.37,LOW,ALLOW
AUDT0015349,T0015349,C00732,10.26,10.26,LOW,ALLOW
AUDT0015350,T0015350,C00877,22.62,22.62,LOW,ALLOW
AUDT0015351,T0015351,C01296,12.35,12.35,LOW,ALLOW
AUDT0015352,T0015352,C00162,29.66,29.66,LOW,ALLOW
AUDT0015353,T0015353,C00509,32.32,32.32,LOW,ALLOW
AUDT0015354,T0015354,C00976,8.52,8.52,LOW,ALLOW
AUDT0015355,T0015355,C00125,17.54,17.54,LOW,ALLOW
AUDT0015356,T0015356,C00758,31.71,31.71,LOW,ALLOW
AUDT0015357,T0015357,C00643,29.12,29.12,LOW,ALLOW
AUDT0015358,T0015358,C01655,36.53,36.53,LOW,ALLOW
AUDT0015359,T0015359,C01372,23.66,23.66,LOW,ALLOW
AUDT0015360,T0015360,C01286,6.07,6.07,LOW,ALLOW
AUDT0015361,T0015361,C00249,30.09,30.09,LOW,ALLOW
